"district","candidate_placement","candidate_name","candidate_answer_status","candidate_photo_url","candidate_url","done","party"
"Suður",1,"Vilhjálmur Bjarnason","cand not","","/kosningar2013/frambod/fulltrui/vilhjalmur-bjarnason/",0,"Flokkur heimilanna"
"Suður",2,"Magnús I Jónsson","cand not","","/kosningar2013/frambod/fulltrui/magnus-i-jonsson/",0,"Flokkur heimilanna"
"Suður",3,"Pálmi Þór Erlingsson","cand not","","/kosningar2013/frambod/fulltrui/palmi-thor-erlingsson/",0,"Flokkur heimilanna"
"Suður",4,"Guðrún H. Bjarnadóttir","cand not","","/kosningar2013/frambod/fulltrui/gudrun-h-bjarnadottir/",0,"Flokkur heimilanna"
"Suður",5,"Helgi Kristjánsson","cand ok","","/kosningar2013/frambod/fulltrui/helgi-kristjansson/",1,"Flokkur heimilanna"
"Suður",1,"Bjarni Harðarson","cand ok","","/kosningar2013/frambod/fulltrui/bjarni-hardarson/",1,"Regnboginn"
"Suður",2,"Guðmundur S. Brynjólfsson","cand ok","","/kosningar2013/frambod/fulltrui/gudmundur-s-brynjolfsson/",1,"Regnboginn"
"Suður",3,"Kolbrún S. Hilmarsdóttir","cand not","","/kosningar2013/frambod/fulltrui/kolbrun-s-hilmarsdottir/",0,"Regnboginn"
"Suður",4,"Kristbjörg Steinunn Gísladóttir","cand ok","","/kosningar2013/frambod/fulltrui/kristbjorg-steinunn-gisladottir/",1,"Regnboginn"
"Suður",5,"Jónas Pétur Hreinsson","cand ok","","/kosningar2013/frambod/fulltrui/jonas-petur-hreinsson/",1,"Regnboginn"
"Suður",1,"Andrea Ólafsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Andrea-Olafsdottir/",1,"Dögun"
"Suður",2,"Þorvaldur Geirsson","cand not","","/kosningar2013/frambod/fulltrui/THorvaldur-Geirsson/",0,"Dögun"
"Suður",3,"Þráinn Guðbjörnsson","cand ok","","/kosningar2013/frambod/fulltrui/THrainn-Gudbjornsson/",1,"Dögun"
"Suður",4,"Guðrún Ág.Ágústsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Gudrun-Ag-Agustsdottir/",1,"Dögun"
"Suður",5,"Þór Saari","cand ok","","/kosningar2013/frambod/fulltrui/THor-Saari/",1,"Dögun"
"Suður",1,"Páll Valur Björnsson","cand ok","","/kosningar2013/frambod/fulltrui/Pall-Valur-Bjornsson/",1,"Björt framtíð"
"Suður",2,"Guðlaug Elísabet Finnsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Gudlaug-Elisabet-Finnsdottir/",1,"Björt framtíð"
"Suður",3,"Heimir Eyvindarson","cand ok","","/kosningar2013/frambod/fulltrui/Heimir-Eyvindarson/",1,"Björt framtíð"
"Suður",4,"Guðfinna Gunnarsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Gudfinna-Gunnarsdottir/",1,"Björt framtíð"
"Suður",5,"Jóhanna Ýr Jónsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Johanna-Yr-Jonsdottir/",1,"Björt framtíð"
"Suður",1,"Ragnheiður Elín Árnadóttir","cand not","","/kosningar2013/frambod/fulltrui/Ragnheidur-Elin-Arnadottir/",0,"Sjálfstæðisflokkurinn"
"Suður",2,"Unnur Brá Konnráðsdóttir","cand not","","/kosningar2013/frambod/fulltrui/Unnur-Bra-Konnradsdottir/",0,"Sjálfstæðisflokkurinn"
"Suður",3,"Ásmundur Friðriksson","cand not","","/kosningar2013/frambod/fulltrui/Asmundur-Fridriksson/",0,"Sjálfstæðisflokkurinn"
"Suður",4,"Vilhjálmur Árnason","cand ok","","/kosningar2013/frambod/fulltrui/Vilhjalmur-Arnason/",1,"Sjálfstæðisflokkurinn"
"Suður",5,"Geir Jón Þórisson","cand not","","/kosningar2013/frambod/fulltrui/Geir-Jon-THorisson/",0,"Sjálfstæðisflokkurinn"
"Suður",1,"Oddný G. Harðardóttir","cand ok","","/kosningar2013/frambod/fulltrui/Oddny-G-Hardardottir/",1,"Samfylkingin"
"Suður",2,"Björgvin G. Sigurðsson","cand not","","/kosningar2013/frambod/fulltrui/Bjorgvin-G-Sigurdsson/",0,"Samfylkingin"
"Suður",3,"Arna Ír Gunnarsdóttir","cand not","","/kosningar2013/frambod/fulltrui/Arna-Ir-Gunnarsdottir/",0,"Samfylkingin"
"Suður",4,"Árni Rúnar Þorvaldsson","cand not","","/kosningar2013/frambod/fulltrui/Arni-Runar-THorvaldsson/",0,"Samfylkingin"
"Suður",5,"Ólafur Þór Ólafsson","cand ok","","/kosningar2013/frambod/fulltrui/Olafur-THor-Olafsson/",1,"Samfylkingin"
"Suður",1,"Sigurður Ingi Jóhannsson","cand not","","/kosningar2013/frambod/fulltrui/Sigurdur-Ingi-Johannsson/",0,"Framsóknarflokkurinn"
"Suður",2,"Silja Dögg Gunnarsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Silja-Dogg-Gunnarsdottir/",1,"Framsóknarflokkurinn"
"Suður",3,"Páll Jóhann Pálsson","cand not","","/kosningar2013/frambod/fulltrui/Pall-Johann-Palsson/",0,"Framsóknarflokkurinn"
"Suður",4,"Haraldur Einarsson","cand not","","/kosningar2013/frambod/fulltrui/Haraldur-Einarsson/",0,"Framsóknarflokkurinn"
"Suður",5,"Fjóla Hrund Björnsdóttir","cand not","","/kosningar2013/frambod/fulltrui/Fjola-Hrund-Bjornsdottir/",0,"Framsóknarflokkurinn"
"Suður",1,"Arndís Soffía Sigurðardóttir","cand ok","","/kosningar2013/frambod/fulltrui/Arndis-Soffia-Sigurdardottir/",1,"Vinstri græn"
"Suður",2,"Inga Sigrún Atladóttir","cand ok","","/kosningar2013/frambod/fulltrui/Inga-Sigrun-Atladottir/",1,"Vinstri græn"
"Suður",3,"Þórbergur Torfason","cand ok","","/kosningar2013/frambod/fulltrui/THorbergur-Torfason/",1,"Vinstri græn"
"Suður",4,"Einar Bergmundur Arnbjörnsson","cand ok","","/kosningar2013/frambod/fulltrui/Einar-Bergmundur-Arnbjornsson/",1,"Vinstri græn"
"Suður",5,"Jórunn Einarsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Jorunn-Einarsdottir/",1,"Vinstri græn"
"Suður",1,"Finnbogi Vikar","cand ok","","/kosningar2013/frambod/fulltrui/Finnbogi-Vikar/",1,"Lýðræðisvaktin"
"Suður",2,"Kristín Ósk Wium","cand ok","","/kosningar2013/frambod/fulltrui/Kristin-Osk-Wium/",1,"Lýðræðisvaktin"
"Suður",3,"Jón Gunnar Björgvinsson","cand ok","","/kosningar2013/frambod/fulltrui/Jon-Gunnar-Bjorgvinsson/",1,"Lýðræðisvaktin"
"Suður",4,"Sjöfn Rafnsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Sjofn-Rafnsdottir/",1,"Lýðræðisvaktin"
"Suður",5,"Þórir Baldursson","cand ok","","/kosningar2013/frambod/fulltrui/THorir-Baldursson/",1,"Lýðræðisvaktin"
"Suður",1,"Smári McCarthy","cand ok","","/kosningar2013/frambod/fulltrui/Smari-McCarthy/",1,"Píratar"
"Suður",2,"Halldór Berg Harðarson","cand ok","","/kosningar2013/frambod/fulltrui/Halldor-Berg-Hardarson/",1,"Píratar"
"Suður",3,"Björn Þór Jóhannesson","cand ok","","/kosningar2013/frambod/fulltrui/Bjorn-THor-Johannesson/",1,"Píratar"
"Suður",4,"Svafar Helgason","cand ok","","/kosningar2013/frambod/fulltrui/Svafar-Helgason/",1,"Píratar"
"Suður",5,"Ágústa Erlingsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Agusta-Erlingsdottir/",1,"Píratar"
"Suður",1,"Sigursveinn Þórðarson","cand ok","","/kosningar2013/frambod/fulltrui/sigursveinn-thordarson/",1,"Hægri Grænir"
"Suður",2,"Agla Þyri Kristjánsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/agla-thyri-kristjansdottir/",1,"Hægri Grænir"
"Suður",3,"Axel Óli Ægisson","cand ok","","/kosningar2013/frambod/fulltrui/axel-oli-aegisson/",1,"Hægri Grænir"
"Suður",4,"Þórarinn Björn Steinsson","cand ok","","/kosningar2013/frambod/fulltrui/thorarinn-bjorn-steinsson/",1,"Hægri Grænir"
"Suður",5,"Jón Birgir Indriðason","cand not","","/kosningar2013/frambod/fulltrui/jon-birgir-indridason/",0,"Hægri Grænir"
"Reykjavík norður",1,"Þorvaldur Þorvaldsson","cand ok","","/kosningar2013/frambod/fulltrui/thorvaldur-thorvaldsson/",1,"Alþýðufylkingin"
"Reykjavík norður",2,"Sólveig Hauksdóttir","cand ok","","/kosningar2013/frambod/fulltrui/solveig-hauksdottir/",1,"Alþýðufylkingin"
"Reykjavík norður",3,"Sigríður Kristín Kristjánsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/sigridur-kristin-kristjansdottir/",1,"Alþýðufylkingin"
"Reykjavík norður",4,"Óskar Höskuldsson","cand ok","","/kosningar2013/frambod/fulltrui/oskar-hoskuldsson/",1,"Alþýðufylkingin"
"Reykjavík norður",5,"Guðmundur Ingi Kristinsson","cand ok","","/kosningar2013/frambod/fulltrui/gudmundur-ingi-kristinsson/",1,"Alþýðufylkingin"
"Reykjavík norður",1,"Arnþrúður Karlsdóttir","cand not","","/kosningar2013/frambod/fulltrui/arnthrudur-karlsdottir/",0,"Flokkur heimilanna"
"Reykjavík norður",2,"Inga Karen Ingólfsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/inga-karen-ingolfsdottir/",1,"Flokkur heimilanna"
"Reykjavík norður",3,"Sævar Þór Jónsson","cand not","","/kosningar2013/frambod/fulltrui/saevar-thor-jonsson/",0,"Flokkur heimilanna"
"Reykjavík norður",4,"Gréta Jónsdóttir ","cand not","","/kosningar2013/frambod/fulltrui/greta-jonsdottir/",0,"Flokkur heimilanna"
"Reykjavík norður",5,"Ísleifur Gíslason","cand ok","","/kosningar2013/frambod/fulltrui/isleifur-gislason/",1,"Flokkur heimilanna"
"Reykjavík norður",1,"Harpa Njálsdóttir","cand not","","/kosningar2013/frambod/fulltrui/harpa-njalsdottir/",0,"Regnboginn"
"Reykjavík norður",2,"Atli Gíslason","cand not","","/kosningar2013/frambod/fulltrui/atli-gislason/",0,"Regnboginn"
"Reykjavík norður",3,"Björg Sigurðardóttir","cand not","","/kosningar2013/frambod/fulltrui/bjorg-sigurdardottir/",0,"Regnboginn"
"Reykjavík norður",4,"Björn Birgir Þorláksson","cand ok","","/kosningar2013/frambod/fulltrui/bjorn-birgir-thorlaksson/",1,"Regnboginn"
"Reykjavík norður",5,"Gunnlaugur Ingvarsson","cand not","","/kosningar2013/frambod/fulltrui/gunnlaugur-ingvarsson/",0,"Regnboginn"
"Reykjavík norður",1,"Ólöf Guðný Valdimarsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Olof-Gudny-Valdimarsdottir/",1,"Dögun"
"Reykjavík norður",2,"Hólmsteinn Brekkan","cand ok","","/kosningar2013/frambod/fulltrui/Holmsteinn-Brekkan/",1,"Dögun"
"Reykjavík norður",3,"Ása Lind Finnbogadóttir","cand ok","","/kosningar2013/frambod/fulltrui/Asa-Lind-Finnbogadottir/",1,"Dögun"
"Reykjavík norður",4,"Friðrik Þór Guðmundsson","cand ok","","/kosningar2013/frambod/fulltrui/Fridrik-THor-Gudmundsson/",1,"Dögun"
"Reykjavík norður",5,"Hólmfríður Berentsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Holmfridur-Berentsdottir/",1,"Dögun"
"Reykjavík norður",1,"Björt Ólafsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Bjort-Olafsdottir/",1,"Björt framtíð"
"Reykjavík norður",2,"Heiða Kristín Helgadóttir","cand ok","","/kosningar2013/frambod/fulltrui/Heida-Kristin-Helgadottir/",1,"Björt framtíð"
"Reykjavík norður",3,"Eldar Ástþórsson","cand ok","","/kosningar2013/frambod/fulltrui/Eldar-Astthorsson/",1,"Björt framtíð"
"Reykjavík norður",4,"Friðrik Rafnsson","cand ok","","/kosningar2013/frambod/fulltrui/Fridrik-Rafnsson/",1,"Björt framtíð"
"Reykjavík norður",5,"Jón Gnarr","cand ok","","/kosningar2013/frambod/fulltrui/Jon-Gnarr/",1,"Björt framtíð"
"Reykjavík norður",1,"Illugi Gunnarsson","cand not","","/kosningar2013/frambod/fulltrui/Illugi-Gunnarsson/",0,"Sjálfstæðisflokkurinn"
"Reykjavík norður",2,"Brynjar Níelsson","cand not","","/kosningar2013/frambod/fulltrui/Brynjar-Nielsson/",0,"Sjálfstæðisflokkurinn"
"Reykjavík norður",3,"Birgir Ármannsson","cand not","","/kosningar2013/frambod/fulltrui/Birgir-Armannsson/",0,"Sjálfstæðisflokkurinn"
"Reykjavík norður",4,"Ingibjörg Óðinsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Ingibjorg-Odinsdottir/",1,"Sjálfstæðisflokkurinn"
"Reykjavík norður",5,"Elínbjörg Magnúsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Elinbjorg-Magnusdottir/",1,"Sjálfstæðisflokkurinn"
"Reykjavík norður",1,"Össur Skarphéðinsson","cand not","","/kosningar2013/frambod/fulltrui/Ossur-Skarphedinsson/",0,"Samfylkingin"
"Reykjavík norður",2,"Valgerður Bjarnadóttir","cand ok","","/kosningar2013/frambod/fulltrui/Valgerdur-Bjarnadottir/",1,"Samfylkingin"
"Reykjavík norður",3,"Skúli Helgason","cand ok","","/kosningar2013/frambod/fulltrui/Skuli-Helgason/",1,"Samfylkingin"
"Reykjavík norður",4,"Anna Margrét Guðjónsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Anna-Margret-Gudjonsdottir/",1,"Samfylkingin"
"Reykjavík norður",5,"Teitur Atlason","cand ok","","/kosningar2013/frambod/fulltrui/Teitur-Atlason/",1,"Samfylkingin"
"Reykjavík norður",1,"Frosti Sigurjónsson","cand ok","","/kosningar2013/frambod/fulltrui/Frosti-Sigurjonsson/",1,"Framsóknarflokkurinn"
"Reykjavík norður",2,"Sigrún Magnúsdóttir","cand not","","/kosningar2013/frambod/fulltrui/Sigrun-Magnusdottir/",0,"Framsóknarflokkurinn"
"Reykjavík norður",3,"Þorsteinn Magnússon","cand ok","","/kosningar2013/frambod/fulltrui/THorsteinn-Magnusson/",1,"Framsóknarflokkurinn"
"Reykjavík norður",4,"Fanný Gunnarsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Fanny-Gunnarsdottir/",1,"Framsóknarflokkurinn"
"Reykjavík norður",5,"Snædís Karlsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Snaedis-Karlsdottir/",1,"Framsóknarflokkurinn"
"Reykjavík norður",1,"Katrín Jakobsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Katrin-Jakobsdottir/",1,"Vinstri græn"
"Reykjavík norður",2,"Árni Þór Sigurðsson","cand ok","","/kosningar2013/frambod/fulltrui/Arni-THor-Sigurdsson/",1,"Vinstri græn"
"Reykjavík norður",3,"Steinunn Þóra Árnadóttir","cand ok","","/kosningar2013/frambod/fulltrui/Steinunn-THora-Arnadottir/",1,"Vinstri græn"
"Reykjavík norður",4,"Björn Valur Gíslason","cand ok","","/kosningar2013/frambod/fulltrui/Bjorn-Valur-Gislason/",1,"Vinstri græn"
"Reykjavík norður",5,"Eyrún Eyþórsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Eyrun-Eythorsdottir/",1,"Vinstri græn"
"Reykjavík norður",1,"Þorvaldur Gylfason","cand ok","","/kosningar2013/frambod/fulltrui/THorvaldur-Gylfason/",1,"Lýðræðisvaktin"
"Reykjavík norður",2,"Egill Ólafsson","cand ok","","/kosningar2013/frambod/fulltrui/Egill-Olafsson/",1,"Lýðræðisvaktin"
"Reykjavík norður",3,"Sigríður Ólafsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Sigridur-Olafsdottir/",1,"Lýðræðisvaktin"
"Reykjavík norður",4,"Viktor Orri Valgarðsson","cand ok","","/kosningar2013/frambod/fulltrui/Viktor-Orri-Valgardsson/",1,"Lýðræðisvaktin"
"Reykjavík norður",5,"Jenný Stefanía Jensdóttir","cand ok","","/kosningar2013/frambod/fulltrui/Jenny-Stefania-Jensdottir/",1,"Lýðræðisvaktin"
"Reykjavík norður",1,"Helgi Hrafn Gunnarsson","cand ok","","/kosningar2013/frambod/fulltrui/Helgi-Hrafn-Gunnarsson/",1,"Píratar"
"Reykjavík norður",2,"Halldóra Mogensen","cand ok","","/kosningar2013/frambod/fulltrui/Halldora-Mogensen/",1,"Píratar"
"Reykjavík norður",3,"Bjarni Rúnar Einarsson","cand ok","","/kosningar2013/frambod/fulltrui/Bjarni-Runar-Einarsson/",1,"Píratar"
"Reykjavík norður",4,"Salvör Kristjana Gissurardóttir","cand ok","","/kosningar2013/frambod/fulltrui/Salvor-Kristjana-Gissurardottir/",1,"Píratar"
"Reykjavík norður",5,"Þórður Sveinsson","cand ok","","/kosningar2013/frambod/fulltrui/THordur-Sveinsson/",1,"Píratar"
"Reykjavík norður",1,"Methúsalem Þórisson","cand ok","","/kosningar2013/frambod/fulltrui/methusalem-thorisson/",1,"Húmanistaflokkurinn"
"Reykjavík norður",2,"Stígrún Ása Ásmundsdóttir","cand ok","","/kosningar2013/frambod/fulltrui/stigrun-asa-asmundsdottir/",1,"Húmanistaflokkurinn"
"Reykjavík norður",3,"Þór Örn Víkingsson","cand ok","","/kosningar2013/frambod/fulltrui/thor-orn-vikingsson/",1,"Húmanistaflokkurinn"
"Reykjavík norður",4,"Sjöfn Jónsdóttir","cand not","","/kosningar2013/frambod/fulltrui/sjofn-jonsdottir/",0,"Húmanistaflokkurinn"
"Reykjavík norður",5,"Sverrir Agnarsson","cand not","","/kosningar2013/frambod/fulltrui/sverrir-agnarsson/",0,"Húmanistaflokkurinn"
"Reykjavík norður",1,"Kjartan Örn Kjartansson","cand ok","","/kosningar2013/frambod/fulltrui/kjartan-orn-kjartansson/",1,"Hægri Grænir"
"Reykjavík norður",2,"Björn Torfi Hauksson","cand ok","","/kosningar2013/frambod/fulltrui/bjorn-torfi-hauksson/",1,"Hægri Grænir"
"Reykjavík norður",3,"Kristján Orri Jóhannsson","cand ok","","/kosningar2013/frambod/fulltrui/kristjan-orri-johannsson/",1,"Hægri Grænir"
"Reykjavík norður",4,"Sigríður Dröfn Tómasdóttir","cand not","","/kosningar2013/frambod/fulltrui/sigridur-drofn-tomasdottir/",0,"Hægri Grænir"
"Reykjavík norður",5,"Grétar Ómarsson","cand not","","/kosningar2013/frambod/fulltrui/gretar-omarsson/",0,"Hægri Grænir"
